date,home_name,away_name,home_score,away_score,home_wins,away_wins,home_losses,away_losses,home_win_percentage,away_win_percentage,home_winner
2022-11-15,Florida Panthers,Washington Capitals,5,2,0.533,0.412,True
2022-11-15,Columbus Blue Jackets,Philadelphia Flyers,5,4,0.286,0.467,True
2022-11-15,Nashville Predators,Minnesota Wild,2,1,0.4,0.467,True
2022-11-15,Anaheim Ducks,Detroit Red Wings,3,2,0.267,0.467,True
2022-11-15,Vegas Golden Knights,San Jose Sharks,2,5,0.812,0.294,False
2022-11-16,Ottawa Senators,Buffalo Sabres,4,1,0.333,0.438,True
2022-11-16,Chicago Blackhawks,St. Louis Blues,2,5,0.4,0.429,False
2022-11-16,Edmonton Oilers,Los Angeles Kings,1,3,0.562,0.556,False
2022-11-17,Tampa Bay Lightning,Calgary Flames,4,1,0.562,0.467,True
2022-11-17,Carolina Hurricanes,Colorado Avalanche,2,3,0.625,0.571,False
2022-11-17,Florida Panthers,Dallas Stars,4,6,0.562,0.562,False
2022-11-17,Columbus Blue Jackets,Montréal Canadiens,6,4,0.333,0.5,True
2022-11-17,Toronto Maple Leafs,New Jersey Devils,2,3,0.529,0.812,False
2022-11-17,Boston Bruins,Philadelphia Flyers,4,1,0.875,0.438,True
2022-11-17,Winnipeg Jets,Anaheim Ducks,3,2,0.643,0.312,True
2022-11-17,Nashville Predators,New York Islanders,5,4,0.438,0.647,True
2022-11-17,Minnesota Wild,Pittsburgh Penguins,4,6,0.438,0.375,False
2022-11-17,St. Louis Blues,Washington Capitals,5,4,0.467,0.389,True
2022-11-17,Vegas Golden Knights,Arizona Coyotes,4,1,0.765,0.4,True
2022-11-17,Seattle Kraken,New York Rangers,3,2,0.5,0.471,True
2022-11-17,San Jose Sharks,Detroit Red Wings,4,7,0.333,0.438,False
2022-11-18,Vancouver Canucks,Los Angeles Kings,4,1,0.294,0.579,True
2022-11-19,Ottawa Senators,New Jersey Devils,1,5,0.375,0.824,False
2022-11-19,Florida Panthers,Calgary Flames,4,5,0.529,0.438,False
2022-11-19,Winnipeg Jets,Pittsburgh Penguins,0,3,0.667,0.412,False
2022-11-19,Toronto Maple Leafs,Buffalo Sabres,5,2,0.5,0.412,True
2022-11-19,Boston Bruins,Chicago Blackhawks,6,1,0.882,0.375,True
2022-11-19,Washington Capitals,Colorado Avalanche,0,4,0.368,0.6,False
2022-11-19,Columbus Blue Jackets,Detroit Red Wings,1,6,0.375,0.471,False
2022-11-19,Montréal Canadiens,Philadelphia Flyers,5,4,0.471,0.412,True
2022-11-19,St. Louis Blues,Anaheim Ducks,6,2,0.5,0.294,True
2022-11-19,Minnesota Wild,Carolina Hurricanes,2,1,0.412,0.588,True
2022-11-19,Dallas Stars,New York Islanders,5,2,0.588,0.611,True
2022-11-19,Nashville Predators,Tampa Bay Lightning,2,3,0.471,0.588,False
2022-11-19,Seattle Kraken,Los Angeles Kings,3,2,0.529,0.55,True
2022-11-19,Edmonton Oilers,Vegas Golden Knights,4,3,0.529,0.778,True
2022-11-19,San Jose Sharks,New York Rangers,1,2,0.316,0.444,False
2022-11-20,Columbus Blue Jackets,Florida Panthers,5,3,0.353,0.5,True
2022-11-20,Chicago Blackhawks,Pittsburgh Penguins,3,5,0.353,0.444,False
2022-11-21,Tampa Bay Lightning,Boston Bruins,3,5,0.611,0.889,False
2022-11-21,Philadelphia Flyers,Calgary Flames,2,5,0.389,0.471,False
2022-11-21,New Jersey Devils,Edmonton Oilers,5,2,0.833,0.556,True
2022-11-21,Winnipeg Jets,Carolina Hurricanes,4,3,0.625,0.556,True
2022-11-21,Toronto Maple Leafs,New York Islanders,2,3,0.526,0.579,False
2022-11-21,St. Louis Blues,Anaheim Ducks,3,1,0.529,0.278,True
2022-11-21,Nashville Predators,Arizona Coyotes,4,3,0.444,0.375,True
2022-11-21,Dallas Stars,Colorado Avalanche,2,3,0.611,0.625,False
2022-11-21,San Jose Sharks,Ottawa Senators,5,1,0.3,0.353,True
2022-11-21,Vancouver Canucks,Vegas Golden Knights,4,5,0.333,0.737,False
2022-11-22,Montréal Canadiens,Buffalo Sabres,2,7,0.5,0.389,False
2022-11-22,Los Angeles Kings,New York Rangers,3,5,0.524,0.474,False
2022-11-23,Minnesota Wild,Winnipeg Jets,6,1,0.444,0.647,True
2022-11-23,Carolina Hurricanes,Arizona Coyotes,0,4,0.526,0.353,False
2022-11-23,Florida Panthers,Boston Bruins,5,2,0.474,0.895,True
2022-11-23,Pittsburgh Penguins,Calgary Flames,2,1,0.474,0.5,True
2022-11-23,Columbus Blue Jackets,Montréal Canadiens,1,3,0.389,0.474,False
2022-11-23,Buffalo Sabres,St. Louis Blues,6,2,0.421,0.556,True
2022-11-23,New Jersey Devils,Toronto Maple Leafs,1,2,0.842,0.5,False
2022-11-23,Detroit Red Wings,Nashville Predators,3,0,0.5,0.474,True
2022-11-23,New York Islanders,Edmonton Oilers,3,0,0.6,0.526,True
2022-11-23,Washington Capitals,Philadelphia Flyers,3,2,0.35,0.368,True
2022-11-23,Dallas Stars,Chicago Blackhawks,6,4,0.579,0.333,True
2022-11-23,Anaheim Ducks,New York Rangers,3,2,0.263,0.5,True
2022-11-23,Vegas Golden Knights,Ottawa Senators,4,1,0.75,0.333,True
2022-11-23,Seattle Kraken,San Jose Sharks,8,5,0.556,0.333,True
2022-11-23,Colorado Avalanche,Vancouver Canucks,3,4,0.647,0.316,False
2022-11-25,Boston Bruins,Carolina Hurricanes,3,2,0.85,0.5,True
2022-11-25,Chicago Blackhawks,Montréal Canadiens,2,3,0.316,0.5,False
2022-11-25,Minnesota Wild,Toronto Maple Leafs,3,4,0.474,0.524,False
2022-11-25,Washington Capitals,Calgary Flames,3,0,0.381,0.474,True
2022-11-25,Anaheim Ducks,Ottawa Senators,1,5,0.3,0.316,False
2022-11-25,Philadelphia Flyers,Pittsburgh Penguins,1,4,0.35,0.5,False
2022-11-25,Vegas Golden Knights,Seattle Kraken,2,4,0.762,0.579,False
2022-11-25,Detroit Red Wings,Arizona Coyotes,4,3,0.526,0.389,True
2022-11-25,Columbus Blue Jackets,New York Islanders,2,3,0.368,0.619,False
2022-11-25,Buffalo Sabres,New Jersey Devils,1,3,0.45,0.8,False
2022-11-25,Tampa Bay Lightning,St. Louis Blues,5,2,0.579,0.526,True
2022-11-25,Dallas Stars,Winnipeg Jets,4,5,0.6,0.611,False
2022-11-25,San Jose Sharks,Los Angeles Kings,2,5,0.318,0.5,False
2022-11-26,New York Rangers,Edmonton Oilers,3,4,0.476,0.5,False
2022-11-26,Carolina Hurricanes,Calgary Flames,3,2,0.476,0.45,True
2022-11-26,Florida Panthers,St. Louis Blues,4,5,0.5,0.5,False
2022-11-26,Pittsburgh Penguins,Toronto Maple Leafs,1,4,0.524,0.545,False
2022-11-26,New Jersey Devils,Washington Capitals,5,1,0.81,0.409,True
2022-11-26,New York Islanders,Philadelphia Flyers,5,2,0.636,0.333,True
2022-11-26,Colorado Avalanche,Dallas Stars,4,1,0.611,0.571,True
2022-11-26,Vegas Golden Knights,Vancouver Canucks,1,5,0.727,0.35,False
2022-11-27,Minnesota Wild,Arizona Coyotes,4,3,0.45,0.368,True
2022-11-27,Chicago Blackhawks,Winnipeg Jets,2,7,0.3,0.632,False
2022-11-27,Anaheim Ducks,Seattle Kraken,4,5,0.286,0.6,False
2022-11-27,San Jose Sharks,Vancouver Canucks,3,4,0.304,0.381,False
2022-11-27,Los Angeles Kings,Ottawa Senators,2,3,0.522,0.35,False
